Gene,pvalue
WBGene00001693,1
WBGene00023138,1
WBGene00048349,1
WBGene00012961,1
WBGene00011075,1
WBGene00020175,1
WBGene00007375,1
WBGene00022311,1
WBGene00017756,1
WBGene00001540,1
WBGene00198885,1
WBGene00010027,1
WBGene00199771,1
WBGene00220126,1
WBGene00000683,1
WBGene00194710,1
WBGene00020645,1
WBGene00008390,1
WBGene00165821,1
WBGene00044620,1
WBGene00014981,1
WBGene00004017,1
WBGene00017562,1
WBGene00008509,1
WBGene00020029,1
WBGene00015583,1
WBGene00171048,1
WBGene00016056,1
WBGene00197488,1
WBGene00003333,1
WBGene00044446,1
WBGene00044660,1
WBGene00197643,1
WBGene00077759,1
WBGene00196707,1
WBGene00197973,1
WBGene00016736,1
WBGene00022584,1
WBGene00000606,1
WBGene00010432,1
WBGene00021628,1
WBGene00001067,1
WBGene00167321,1
WBGene00011453,1
WBGene00000719,1
WBGene00013540,1
WBGene00169823,1
WBGene00021144,1
WBGene00044436,1
WBGene00008354,1
WBGene00007675,1
WBGene00023438,1
WBGene00012779,1
WBGene00200878,1
WBGene00219603,1
WBGene00000760,1
WBGene00007134,1
WBGene00000728,1
WBGene00044556,1
WBGene00009415,1
WBGene00012794,1
WBGene00019108,1
WBGene00201822,1
WBGene00044047,1
WBGene00018534,1
WBGene00004150,1
WBGene00197640,1
WBGene00018215,1
WBGene00195016,1
WBGene00220117,1
WBGene00001506,1
WBGene00015231,1
WBGene00219418,1
WBGene00013180,1
WBGene00015610,1
WBGene00169065,1
WBGene00018629,1
WBGene00045363,1
WBGene00015333,1
WBGene00022224,1
WBGene00044163,1
WBGene00199661,1
WBGene00002055,1
WBGene00021301,1
WBGene00000027,1
WBGene00018479,1
WBGene00007716,1
WBGene00005649,1
WBGene00004102,1
WBGene00015903,1
WBGene00004123,1
WBGene00003938,1
WBGene00022665,1
WBGene00171211,1
WBGene00201279,1
WBGene00005704,1
WBGene00009387,1
WBGene00010711,1
WBGene00006656,1
WBGene00202500,1
WBGene00017651,1
WBGene00005837,1
WBGene00045402,1
WBGene00022375,1
WBGene00020571,1
WBGene00016845,1
WBGene00049752,1
WBGene00008068,1
WBGene00219705,1
WBGene00013883,1
WBGene00015656,1
WBGene00006072,1
WBGene00020516,1
WBGene00004233,1
WBGene00219784,1
WBGene00019438,1
WBGene00219912,1
WBGene00020995,1
WBGene00044707,1
WBGene00012799,1
WBGene00009950,1
WBGene00219733,1
WBGene00014836,1
WBGene00016275,1
WBGene00000978,1
WBGene00001922,1
WBGene00020154,1
WBGene00012770,1
WBGene00003089,1
WBGene00166418,1
WBGene00199172,1
WBGene00201488,1
WBGene00013896,1
WBGene00003514,1
WBGene00015675,1
WBGene00174877,1
WBGene00021694,1
WBGene00008789,1
WBGene00006636,1
WBGene00016217,1
WBGene00011660,1
WBGene00219554,1
WBGene00019717,1
WBGene00077609,1
WBGene00189978,1
WBGene00199397,1
WBGene00022747,1
WBGene00045360,1
WBGene00009142,1
WBGene00020178,1
WBGene00022432,1
WBGene00015845,1
WBGene00000750,1
WBGene00047189,1
WBGene00018551,1
WBGene00005210,1
WBGene00004099,1
WBGene00015085,1
WBGene00001932,1
WBGene00201204,1
WBGene00044201,1
WBGene00049424,1
WBGene00016474,1
WBGene00010492,1
WBGene00016598,1
WBGene00005938,1
WBGene00003662,1
WBGene00007658,1
WBGene00200893,1
WBGene00021725,1
WBGene00235188,1
WBGene00195453,1
WBGene00255564,1
WBGene00195017,1
WBGene00219936,1
WBGene00011848,1
WBGene00008536,1
WBGene00016817,1
WBGene00005684,1
WBGene00171233,1
WBGene00017714,1
WBGene00005848,1
WBGene00005741,1
WBGene00196381,1
WBGene00020204,1
WBGene00219309,1
WBGene00005929,1
WBGene00206381,1
WBGene00196335,1
WBGene00015665,1
WBGene00017032,1
WBGene00197334,1
WBGene00045093,1
WBGene00196276,1
WBGene00170964,1
WBGene00014363,1
WBGene00077789,1
WBGene00197942,1
WBGene00021773,1
WBGene00016910,1
WBGene00196521,1
WBGene00201267,1
WBGene00045119,1
WBGene00196070,1
WBGene00195582,1
WBGene00200904,1
WBGene00196921,1
WBGene00168360,1
WBGene00167414,1
WBGene00046441,1
WBGene00168147,1
WBGene00171526,1
WBGene00167282,1
WBGene00173648,1
WBGene00045287,1
WBGene00047139,1
WBGene00048059,1
WBGene00168433,1
WBGene00169560,1
WBGene00174713,1
WBGene00169497,1
WBGene00167463,1
WBGene00173380,1
WBGene00049372,1
WBGene00048561,1
WBGene00171947,1
WBGene00165373,1
WBGene00165235,1
WBGene00050839,1
WBGene00165034,1
WBGene00013102,1
WBGene00045918,1
WBGene00013772,1
WBGene00045845,1
WBGene00014468,1
WBGene00006242,1
WBGene00196955,1
WBGene00018183,1
WBGene00196123,1
WBGene00195880,1
WBGene00012516,1
WBGene00199210,1
WBGene00044335,1
WBGene00195242,1
WBGene00201736,1
WBGene00200826,1
WBGene00196107,1
WBGene00195452,1
WBGene00199595,1
WBGene00196697,1
WBGene00195528,1
WBGene00048959,1
WBGene00004843,1
WBGene00172101,1
WBGene00164999,1
WBGene00045693,1
WBGene00013494,1
WBGene00199727,1
WBGene00198310,1
WBGene00201024,1
WBGene00201478,1
WBGene00220060,1
WBGene00200870,1
WBGene00006204,1
WBGene00010206,1
WBGene00201218,1
WBGene00167900,1
WBGene00045123,1
WBGene00004850,1
WBGene00045278,1
WBGene00077611,1
WBGene00022978,1
WBGene00219555,1
WBGene00019897,1
WBGene00016047,1
WBGene00005230,1
WBGene00206390,1
WBGene00168409,1
WBGene00013722,1
WBGene00219476,1
WBGene00195421,1
WBGene00201946,1
WBGene00198754,1
WBGene00198690,1
WBGene00175029,1
WBGene00201873,1
WBGene00077647,1
WBGene00195330,1
WBGene00043993,1
WBGene00201878,1
WBGene00195411,1
WBGene00200146,1
WBGene00201578,1
WBGene00195215,1
WBGene00220183,1
WBGene00170492,1
WBGene00199158,1
WBGene00168785,1
WBGene00046866,1
WBGene00005928,1
WBGene00199079,1
WBGene00022496,1
WBGene00170167,1
WBGene00170387,1
WBGene00021991,1
WBGene00202086,1
WBGene00200738,1
WBGene00196997,1
WBGene00012520,1
WBGene00016284,1
WBGene00005578,1
WBGene00050800,1
WBGene00196538,1
WBGene00198398,1
WBGene00044369,1
WBGene00011547,1
WBGene00195436,1
WBGene00167132,1
WBGene00200863,1
WBGene00195907,1
WBGene00198051,1
WBGene00165608,1
WBGene00169565,1
WBGene00023266,1
WBGene00198274,1
WBGene00196193,1
WBGene00171008,1
WBGene00168411,1
WBGene00198609,1
WBGene00196455,1
WBGene00171311,1
WBGene00167188,1
WBGene00017935,1
WBGene00199027,1
WBGene00195889,1
WBGene00197582,1
WBGene00201252,1
WBGene00199634,1
WBGene00022510,1
WBGene00202194,1
WBGene00199992,1
WBGene00019879,1
WBGene00201548,1
WBGene00199447,1
WBGene00196516,1
WBGene00045121,1
WBGene00199855,1
WBGene00197704,1
WBGene00201539,1
WBGene00198496,1
WBGene00219332,1
WBGene00019704,1
WBGene00196603,1
WBGene00047084,1
WBGene00173423,1
WBGene00195559,1
WBGene00201446,1
WBGene00197021,1
WBGene00168707,1
WBGene00173394,1
WBGene00202170,1
WBGene00172726,1
WBGene00198430,1
WBGene00048938,1
WBGene00014466,1
WBGene00012270,1
WBGene00199751,1
WBGene00195299,1
WBGene00197201,1
WBGene00019386,1
WBGene00020825,1
WBGene00013525,1
WBGene00000667,1
WBGene00020743,1
WBGene00009960,1
WBGene00016106,1
WBGene00196389,1
WBGene00202156,1
WBGene00003339,1
WBGene00199062,1
WBGene00198280,1
WBGene00005569,1
WBGene00202336,1
WBGene00200396,1
WBGene00171040,1
WBGene00196842,1
WBGene00200494,1
WBGene00200640,1
WBGene00050520,1
WBGene00167376,1
WBGene00173472,1
WBGene00170562,1
WBGene00168426,1
WBGene00235389,1
WBGene00171640,1
WBGene00171731,1
WBGene00165509,1
WBGene00003281,1
WBGene00011417,1
WBGene00167820,1
WBGene00046457,1
WBGene00172936,1
WBGene00171413,1
WBGene00167529,1
WBGene00168045,1
WBGene00048557,1
WBGene00220186,1
WBGene00048820,1
WBGene00168394,1
WBGene00050352,1
WBGene00169463,1
WBGene00171513,1
WBGene00174735,1
WBGene00168096,1
WBGene00047097,1
WBGene00172873,1
WBGene00168692,1
WBGene00046312,1
WBGene00047963,1
WBGene00047243,1
WBGene00172969,1
WBGene00173450,1
WBGene00169425,1
WBGene00046439,1
WBGene00005629,1
WBGene00196149,1
WBGene00174084,1
WBGene00199334,1
WBGene00023403,1
WBGene00198663,1
WBGene00197840,1
WBGene00196167,1
WBGene00014832,1
WBGene00009150,1
WBGene00010534,1
WBGene00201691,1
WBGene00198163,1
WBGene00015715,1
WBGene00198376,1
WBGene00199916,1
WBGene00199716,1
WBGene00199820,1
WBGene00197768,1
WBGene00008928,1
WBGene00202437,1
WBGene00196047,1
WBGene00021498,1
WBGene00219696,1
WBGene00165899,1
WBGene00169973,1
WBGene00200341,1
WBGene00194808,1
WBGene00196655,1
WBGene00198416,1
WBGene00200006,1
WBGene00201909,1
WBGene00219724,1
WBGene00015255,1
WBGene00014501,1
WBGene00201381,1
WBGene00017130,1
WBGene00219738,1
WBGene00169170,1
WBGene00198343,1
WBGene00006551,1
WBGene00200152,1
WBGene00201668,1
WBGene00220005,1
WBGene00201441,1
WBGene00173126,1
WBGene00005231,1
WBGene00199493,1
WBGene00198942,1
WBGene00019371,1
WBGene00219906,1
WBGene00168022,1
WBGene00202239,1
WBGene00197628,1
WBGene00169390,1
WBGene00013940,1
WBGene00044931,1
WBGene00167006,1
WBGene00200032,1
WBGene00199875,1
WBGene00166780,1
WBGene00005809,1
WBGene00018229,1
WBGene00199984,1
WBGene00167291,1
WBGene00172968,1
WBGene00199817,1
WBGene00199844,1
WBGene00219584,1
WBGene00014693,1
WBGene00016050,1
WBGene00196207,1
WBGene00013282,1
WBGene00220072,1
WBGene00023267,1
WBGene00169319,1
WBGene00004062,1
WBGene00198377,1
WBGene00016688,1
WBGene00201862,1
WBGene00201789,1
WBGene00199258,1
WBGene00044668,1
WBGene00199700,1
WBGene00197716,1
WBGene00197817,1
WBGene00195061,1
WBGene00195294,1
WBGene00005860,1
WBGene00017222,1
WBGene00013371,1
WBGene00195809,1
WBGene00195278,1
WBGene00200627,1
WBGene00007294,1
WBGene00012488,1
WBGene00047937,1
WBGene00201689,1
WBGene00000555,1
WBGene00003345,1
WBGene00197140,1
WBGene00173017,1
WBGene00197428,1
WBGene00017522,1
WBGene00170652,1
WBGene00196323,1
WBGene00171174,1
WBGene00169314,1
WBGene00200441,1
WBGene00049470,1
WBGene00195689,1
WBGene00012453,1
WBGene00202081,1
WBGene00195270,1
WBGene00200701,1
WBGene00005192,1
WBGene00018881,1
WBGene00169297,1
WBGene00049818,1
WBGene00005508,1
WBGene00196236,1
WBGene00016472,1
WBGene00007066,1
WBGene00017252,1
WBGene00008056,1
WBGene00044516,1
WBGene00077649,1
WBGene00202476,1
WBGene00005084,1
WBGene00198476,1
WBGene00197832,1
WBGene00196251,1
WBGene00198087,1
WBGene00020487,1
WBGene00014092,1
WBGene00022357,1
WBGene00200875,1
WBGene00044723,1
WBGene00013050,1
WBGene00206479,1
WBGene00011715,1
WBGene00000033,1
WBGene00195246,1
WBGene00021389,1
WBGene00004992,1
WBGene00202122,1
WBGene00020789,1
WBGene00017105,1
WBGene00016370,1
WBGene00195524,1
WBGene00044948,1
WBGene00009156,1
WBGene00003543,1
WBGene00021526,1
WBGene00019928,1
WBGene00014863,1
WBGene00200809,1
WBGene00005690,1
WBGene00013621,1
WBGene00009820,1
WBGene00043061,1
WBGene00009060,1
WBGene00009153,1
WBGene00020912,1
WBGene00200884,1
WBGene00008073,1
WBGene00017808,1
WBGene00195639,1
WBGene00168743,1
WBGene00021601,1
WBGene00195827,1
WBGene00044939,1
WBGene00194736,1
WBGene00020148,1
WBGene00077497,1
WBGene00005049,1
WBGene00005615,1
WBGene00015473,1
WBGene00014094,1
WBGene00004858,1
WBGene00077707,1
WBGene00020325,1
WBGene00007472,1
WBGene00015533,1
WBGene00006938,1
WBGene00196909,1
WBGene00198847,1
WBGene00005455,1
WBGene00020271,1
WBGene00219909,1
WBGene00198244,1
WBGene00011149,1
WBGene00174951,1
WBGene00201031,1
WBGene00198063,1
WBGene00006137,1
WBGene00220039,1
WBGene00206526,1
WBGene00173776,1
WBGene00200679,1
WBGene00019418,1
WBGene00198309,1
WBGene00014290,1
WBGene00198679,1
WBGene00199275,1
WBGene00197036,1
WBGene00173305,1
WBGene00044564,1
WBGene00195390,1
WBGene00022982,1
WBGene00197235,1
WBGene00045514,1
WBGene00043069,1
WBGene00202001,1
WBGene00189930,1
WBGene00005351,1
WBGene00006029,1
WBGene00197000,1
WBGene00023510,1
WBGene00195500,1
WBGene00200675,1
WBGene00171264,1
WBGene00017383,1
WBGene00047135,1
WBGene00201343,1
WBGene00170878,1
WBGene00219443,1
WBGene00196025,1
WBGene00023233,1
WBGene00018884,1
WBGene00220013,1
WBGene00198380,1
WBGene00194805,1
WBGene00008162,1
WBGene00195243,1
WBGene00198895,1
WBGene00174088,1
WBGene00005294,1
WBGene00010255,1
WBGene00173806,1
WBGene00194802,1
WBGene00019308,1
WBGene00011704,1
WBGene00014191,1
WBGene00013072,1
WBGene00196872,1
WBGene00174818,1
WBGene00009152,1
WBGene00171818,1
WBGene00013277,1
WBGene00017694,1
WBGene00201113,1
WBGene00198173,1
WBGene00014186,1
WBGene00219545,1
WBGene00005549,1
WBGene00007083,1
WBGene00202494,1
WBGene00009199,1
WBGene00022768,1
WBGene00022395,1
WBGene00168666,1
WBGene00016854,1
WBGene00201123,1
WBGene00170721,1
WBGene00018003,1
WBGene00249825,1
WBGene00206527,1
WBGene00195404,1
WBGene00202497,1
WBGene00197694,1
WBGene00013314,1
WBGene00008397,1
WBGene00077753,1
WBGene00206510,1
WBGene00199724,1
WBGene00206378,1
WBGene00044703,1
WBGene00201770,1
WBGene00008619,1
WBGene00199978,1
WBGene00004513,1
WBGene00202379,1
WBGene00198122,1
WBGene00197209,1
WBGene00019758,1
WBGene00196041,1
WBGene00196559,1
WBGene00200432,1
WBGene00198853,1
WBGene00009869,1
WBGene00044965,1
WBGene00194835,1
WBGene00198504,1
WBGene00201402,1
WBGene00200020,1
WBGene00014711,1
WBGene00201410,1
WBGene00206511,1
WBGene00195609,1
WBGene00198026,1
WBGene00200245,1
WBGene00005046,1
WBGene00197860,1
WBGene00005354,1
WBGene00014739,1
WBGene00197010,1
WBGene00014699,1
WBGene00016254,1
WBGene00005215,1
WBGene00172026,1
WBGene00199485,1
WBGene00018109,1
WBGene00199270,1
WBGene00044978,1
WBGene00219383,1
WBGene00195778,1
WBGene00197306,1
WBGene00012098,1
WBGene00219222,1
WBGene00014050,1
WBGene00219219,1
WBGene00202468,1
WBGene00021891,1
WBGene00015873,1
WBGene00019887,1
WBGene00220052,1
WBGene00198237,1
WBGene00022604,1
WBGene00196910,1
WBGene00195993,1
WBGene00044670,1
WBGene00194867,1
WBGene00169500,1
WBGene00173249,1
WBGene00220244,1
WBGene00022582,1
WBGene00023319,1
WBGene00005106,1
WBGene00000017,1
WBGene00005458,1
WBGene00021607,1
WBGene00044753,1
WBGene00200584,1
WBGene00017502,1
WBGene00018300,1
WBGene00021262,1
WBGene00199959,1
WBGene00171218,1
WBGene00019313,1
WBGene00015275,1
WBGene00007170,1
WBGene00173663,1
WBGene00015609,1
WBGene00000782,1
WBGene00019483,1
WBGene00201948,1
WBGene00001107,1
WBGene00077708,1
WBGene00199575,1
WBGene00195621,1
WBGene00006113,1
WBGene00170354,1
WBGene00021071,1
WBGene00009541,1
WBGene00198123,1
WBGene00015830,1
WBGene00008253,1
WBGene00005423,1
WBGene00003305,1
WBGene00219713,1
WBGene00201871,1
WBGene00018547,1
WBGene00005807,1
WBGene00167243,1
WBGene00219505,1
WBGene00021183,1
WBGene00004124,1
WBGene00017580,1
WBGene00023486,1
WBGene00013404,1
WBGene00201646,1
WBGene00001410,1
WBGene00195608,1
WBGene00017189,1
WBGene00198126,1
WBGene00012028,1
WBGene00195275,1
WBGene00010746,1
WBGene00008190,1
WBGene00003765,1
WBGene00022560,1
WBGene00173183,1
WBGene00009249,1
WBGene00166151,1
WBGene00220108,1
WBGene00195759,1
WBGene00016727,1
WBGene00020124,1
WBGene00195731,1
WBGene00200018,1
WBGene00200312,1
WBGene00046246,1
WBGene00006277,1
WBGene00008814,1
WBGene00016709,1
WBGene00005736,1
WBGene00196665,1
WBGene00018555,1
WBGene00010527,1
WBGene00198810,1
WBGene00195659,1
WBGene00017492,1
WBGene00201858,1
WBGene00201503,1
WBGene00201046,1
WBGene00014651,1
WBGene00194987,1
WBGene00196015,1
WBGene00199394,1
WBGene00003039,1
WBGene00195918,1
WBGene00197138,1
WBGene00198726,1
WBGene00012090,1
WBGene00023141,1
WBGene00201246,1
WBGene00045167,1
WBGene00012054,1
WBGene00015242,1
WBGene00008322,1
WBGene00201393,1
WBGene00165136,1
WBGene00165515,1
WBGene00202035,1
WBGene00199135,1
WBGene00005232,1
WBGene00202036,1
WBGene00009034,1
WBGene00006011,1
WBGene00046533,1
WBGene00168460,1
WBGene00022356,1
WBGene00200133,1
WBGene00012284,1
WBGene00195892,1
WBGene00195775,1
WBGene00195232,1
WBGene00173298,1
WBGene00170149,1
WBGene00202334,1
WBGene00048337,1
WBGene00219370,1
WBGene00197493,1
WBGene00045992,1
WBGene00013369,1
WBGene00047674,1
WBGene00014185,1
WBGene00169006,1
WBGene00019974,1
WBGene00198580,1
WBGene00045184,1
WBGene00013796,1
WBGene00165743,1
WBGene00196856,1
WBGene00168908,1
WBGene00046365,1
WBGene00020623,1
WBGene00023358,1
WBGene00199367,1
WBGene00173292,1
WBGene00198520,1
WBGene00165579,1
WBGene00200472,1
WBGene00197467,1
WBGene00199843,1
WBGene00015201,1
WBGene00047859,1
WBGene00045111,1
WBGene00018458,1
WBGene00200339,1
WBGene00172868,1
WBGene00022913,1
WBGene00201027,1
WBGene00196013,1
WBGene00014373,1
WBGene00045362,1
WBGene00195909,1
WBGene00169413,1
WBGene00197147,1
WBGene00198648,1
WBGene00195373,1
WBGene00198627,1
WBGene00200925,1
WBGene00170674,1
WBGene00165489,1
WBGene00168999,1
WBGene00167492,1
WBGene00202397,1
WBGene00200010,1
WBGene00206383,1
WBGene00201836,1
WBGene00199587,1
WBGene00197636,1
WBGene00049088,1
WBGene00197275,1
WBGene00168933,1
WBGene00003335,1
WBGene00197444,1
WBGene00199219,1
WBGene00046723,1
WBGene00014889,1
WBGene00014597,1
WBGene00200409,1
WBGene00199881,1
WBGene00200433,1
WBGene00197969,1
WBGene00017521,1
WBGene00195967,1
WBGene00197559,1
WBGene00196577,1
WBGene00199222,1
WBGene00219920,1
WBGene00015607,1
WBGene00199549,1
WBGene00005567,1
WBGene00171559,1
WBGene00015771,1
WBGene00173826,1
WBGene00201752,1
WBGene00200723,1
WBGene00048776,1
WBGene00219878,1
WBGene00206360,1
WBGene00017528,1
WBGene00006116,1
WBGene00168931,1
WBGene00201807,1
WBGene00011518,1
WBGene00077627,1
WBGene00201582,1
WBGene00013395,1
WBGene00045370,1
WBGene00255577,1
WBGene00015874,1
WBGene00018676,1
WBGene00198105,1
WBGene00170177,1
WBGene00169147,1
WBGene00195627,1
WBGene00165982,1
WBGene00013454,1
WBGene00174576,1
WBGene00007238,1
WBGene00050961,1
WBGene00195710,1
WBGene00199851,1
WBGene00022916,1
WBGene00201517,1
WBGene00003672,1
WBGene00015832,1
WBGene00197486,1
WBGene00198189,1
WBGene00195739,1
WBGene00197959,1
WBGene00171524,1
WBGene00168500,1
WBGene00050302,1
WBGene00048915,1
WBGene00016479,1
WBGene00020752,1
WBGene00196529,1
WBGene00199705,1
WBGene00022291,1
WBGene00199786,1
WBGene00198460,1
WBGene00198875,1
WBGene00199735,1
WBGene00198711,1
WBGene00173109,1
WBGene00199342,1
WBGene00169622,1
WBGene00015736,1
WBGene00077644,1
WBGene00018529,1
WBGene00018796,1
WBGene00169118,1
WBGene00196367,1
WBGene00199333,1
WBGene00201147,1
WBGene00196360,1
WBGene00044713,1
WBGene00008188,1
WBGene00195622,1
WBGene00198185,1
WBGene00202105,1
WBGene00201256,1
WBGene00196819,1
WBGene00196089,1
WBGene00023260,1
WBGene00045090,1
WBGene00022896,1
WBGene00200337,1
WBGene00198916,1
WBGene00045377,1
WBGene00201885,1
WBGene00196135,1
WBGene00023364,1
WBGene00195747,1
WBGene00199402,1
WBGene00077516,1
WBGene00016804,1
WBGene00196981,1
WBGene00201631,1
WBGene00003318,1
WBGene00220210,1
WBGene00202209,1
WBGene00200043,1
WBGene00023303,1
WBGene00200460,1
WBGene00196154,1
WBGene00173412,1
WBGene00023265,1
WBGene00200553,1
WBGene00050493,1
WBGene00166273,1
WBGene00049981,1
WBGene00167453,1
WBGene00046476,1
WBGene00047650,1
WBGene00171185,1
WBGene00045732,1
WBGene00165902,1
WBGene00169352,1
WBGene00003311,1
WBGene00219832,1
WBGene00200727,1
WBGene00201914,1
WBGene00201015,1
WBGene00173495,1
WBGene00007208,1
WBGene00171482,1
WBGene00174022,1
WBGene00050838,1
WBGene00170251,1
WBGene00165958,1
WBGene00165450,1
WBGene00048711,1
WBGene00166159,1
WBGene00165638,1
WBGene00166938,1
WBGene00048883,1
WBGene00045890,1
WBGene00168035,1
WBGene00173958,1
WBGene00049760,1
WBGene00049367,1
WBGene00168323,1
WBGene00047170,1
WBGene00047371,1
WBGene00046322,1
WBGene00023514,1
WBGene00165197,1
WBGene00174731,1
WBGene00046198,1
WBGene00016689,1
WBGene00006246,1
WBGene00201743,1
WBGene00201288,1
WBGene00023095,1
WBGene00199344,1
WBGene00202084,1
WBGene00077506,1
WBGene00003317,1
WBGene00009832,1
WBGene00197608,1
WBGene00170192,1
WBGene00220045,1
WBGene00201725,1
WBGene00044114,1
WBGene00014819,1
WBGene00005499,1
WBGene00007373,1
WBGene00023446,1
WBGene00235139,1
WBGene00201781,1
WBGene00165725,1
WBGene00195188,1
WBGene00044560,1
WBGene00220098,1
WBGene00196941,1
WBGene00197498,1
WBGene00018888,1
WBGene00197912,1
WBGene00199610,1
WBGene00022974,1
WBGene00196967,1
WBGene00201911,1
WBGene00201980,1
WBGene00198947,1
WBGene00198323,1
WBGene00195868,1
WBGene00003334,1
WBGene00198219,1
WBGene00197327,1
WBGene00003290,1
WBGene00174773,1
WBGene00201360,1
WBGene00044136,1
WBGene00197548,1
WBGene00202242,1
WBGene00197632,1
WBGene00195021,1
WBGene00008293,1
WBGene00021013,1
WBGene00022317,1
WBGene00022559,1
WBGene00194681,1
WBGene00044371,1
WBGene00219845,1
WBGene00022446,1
WBGene00007713,1
WBGene00009417,1
WBGene00196058,1
WBGene00194799,1
WBGene00199454,1
WBGene00236807,1
WBGene00015961,1
WBGene00044892,1
WBGene00199660,1
WBGene00005218,1
WBGene00014880,1
WBGene00012691,1
WBGene00219847,1
WBGene00006289,1
WBGene00017917,1
WBGene00199063,1
WBGene00219865,1
WBGene00048590,1
WBGene00198650,1
WBGene00201693,1
WBGene00016819,1
WBGene00202051,1
WBGene00017662,1
WBGene00195450,1
WBGene00015318,1
WBGene00171617,1
WBGene00017604,1
WBGene00008069,1
WBGene00196765,1
WBGene00044606,1
WBGene00202205,1
WBGene00010171,1
WBGene00011387,1
WBGene00196338,1
WBGene00045496,1
WBGene00201183,1
WBGene00023439,1
WBGene00198014,1
WBGene00200203,1
WBGene00197250,1
WBGene00199471,1
WBGene00011876,1
WBGene00019502,1
WBGene00007259,1
WBGene00045391,1
WBGene00202339,1
WBGene00020077,1
WBGene00194672,1
WBGene00050538,1
WBGene00202436,1
WBGene00201148,1
WBGene00004840,1
WBGene00020907,1
WBGene00219809,1
WBGene00015432,1
WBGene00198008,1
WBGene00006090,1
WBGene00005546,1
WBGene00206489,1
WBGene00022207,1
WBGene00197887,1
WBGene00166560,1
WBGene00046698,1
WBGene00197982,1
WBGene00169012,1
WBGene00202153,1
WBGene00198795,1
WBGene00201385,1
WBGene00200896,1
WBGene00201291,1
WBGene00015785,1
WBGene00046395,1
WBGene00195777,1
WBGene00201081,1
WBGene00014881,1
WBGene00022319,1
WBGene00195547,1
WBGene00012411,1
WBGene00005355,1
WBGene00015717,1
WBGene00196775,1
WBGene00044957,1
WBGene00019637,1
WBGene00011750,1
WBGene00005918,1
WBGene00198834,1
WBGene00005979,1
WBGene00023084,1
WBGene00012264,1
WBGene00173635,1
WBGene00202136,1
WBGene00003983,1
WBGene00010577,1
WBGene00045371,1
WBGene00005418,1
WBGene00199524,1
WBGene00195494,1
WBGene00201470,1
WBGene00196403,1
WBGene00219753,1
WBGene00010105,1
WBGene00006089,1
WBGene00020923,1
WBGene00012574,1
