Gene,pvalue
WBGene00010941,1
WBGene00018045,1
WBGene00015892,1
WBGene00011064,1
WBGene00008766,1
WBGene00050941,1
WBGene00013082,1
WBGene00010333,1
WBGene00005528,1
WBGene00020058,1
WBGene00001112,1
WBGene00014076,1
WBGene00021104,1
WBGene00011989,1
WBGene00194697,1
WBGene00007345,1
WBGene00000889,1
WBGene00010807,1
WBGene00010052,1
WBGene00016489,1
WBGene00077448,1
WBGene00010976,1
WBGene00195011,1
WBGene00018222,1
WBGene00017574,1
WBGene00020862,1
WBGene00015943,1
WBGene00010681,1
WBGene00008280,1
WBGene00003068,1
WBGene00003996,1
WBGene00009742,1
WBGene00000885,1
WBGene00011335,1
WBGene00010848,1
WBGene00007179,1
WBGene00009650,1
WBGene00021295,1
WBGene00009337,1
WBGene00004462,1
WBGene00050896,1
WBGene00043705,1
WBGene00008601,1
WBGene00012934,1
WBGene00008431,1
WBGene00016330,1
WBGene00195935,1
WBGene00045415,1
WBGene00001101,1
WBGene00003801,1
WBGene00017842,1
WBGene00001548,1
WBGene00001808,1
WBGene00000959,1
WBGene00022515,1
WBGene00220134,1
WBGene00015155,1
WBGene00001400,1
WBGene00020447,1
WBGene00000367,1
WBGene00021578,1
WBGene00010515,1
WBGene00022751,1
WBGene00014024,1
WBGene00044169,1
WBGene00008125,1
WBGene00003430,1
WBGene00001132,1
WBGene00013344,1
WBGene00009388,1
WBGene00003583,1
WBGene00002344,1
WBGene00004873,1
WBGene00016968,1
WBGene00011143,1
WBGene00013131,1
WBGene00044513,1
WBGene00003234,1
WBGene00000817,1
WBGene00019309,1
WBGene00011139,1
WBGene00007694,1
WBGene00195073,1
WBGene00005159,1
WBGene00197003,1
WBGene00018500,1
WBGene00045115,1
WBGene00017166,1
WBGene00002039,1
WBGene00016951,1
WBGene00235325,1
WBGene00021401,1
WBGene00016928,1
WBGene00021956,1
WBGene00012362,1
WBGene00005523,1
WBGene00003629,1
WBGene00013924,1
WBGene00004409,1
WBGene00003106,1
WBGene00001458,1
WBGene00016446,1
WBGene00017246,1
WBGene00004427,1
WBGene00015061,1
WBGene00011028,1
WBGene00013265,1
WBGene00006050,1
WBGene00015853,1
WBGene00006931,1
WBGene00019900,1
WBGene00008438,1
WBGene00005982,1
WBGene00022212,1
WBGene00019747,1
WBGene00017797,1
WBGene00020316,1
WBGene00194703,1
WBGene00020322,1
WBGene00015531,1
WBGene00022448,1
WBGene00016794,1
WBGene00020709,1
WBGene00012966,1
WBGene00021443,1
WBGene00020847,1
WBGene00015940,1
WBGene00015167,1
WBGene00018427,1
WBGene00022273,1
WBGene00011288,1
WBGene00020467,1
WBGene00013077,1
WBGene00004486,1
WBGene00007914,1
WBGene00017982,1
WBGene00013006,1
WBGene00006668,1
WBGene00012829,1
WBGene00016532,1
WBGene00010511,1
WBGene00007260,1
WBGene00003021,1
WBGene00019665,1
WBGene00002221,1
WBGene00010073,1
WBGene00015754,1
WBGene00003258,1
WBGene00003482,1
WBGene00015228,1
WBGene00010799,1
WBGene00015156,1
WBGene00013595,1
WBGene00000200,1
WBGene00020886,1
WBGene00020718,1
WBGene00194785,1
WBGene00000977,1
WBGene00016704,1
WBGene00006704,1
WBGene00044689,1
WBGene00006321,1
WBGene00008603,1
WBGene00016601,1
WBGene00195247,1
WBGene00003885,1
WBGene00007924,1
WBGene00021644,1
WBGene00022193,1
WBGene00003179,1
WBGene00017226,1
WBGene00009630,1
WBGene00020181,1
WBGene00011827,1
WBGene00011522,1
WBGene00194715,1
WBGene00013087,1
WBGene00004479,1
WBGene00009043,1
WBGene00011964,1
WBGene00021311,1
WBGene00005393,1
WBGene00016417,1
WBGene00017217,1
WBGene00005762,1
WBGene00010233,1
WBGene00004296,1
WBGene00013373,1
WBGene00001448,1
WBGene00007444,1
WBGene00219314,1
WBGene00022242,1
WBGene00006053,1
WBGene00008061,1
WBGene00016620,1
WBGene00004385,1
WBGene00015703,1
WBGene00012524,1
WBGene00045277,1
WBGene00015310,1
WBGene00020089,1
WBGene00021182,1
WBGene00050892,1
WBGene00000211,1
WBGene00004117,1
WBGene00009159,1
WBGene00008102,1
WBGene00043983,1
WBGene00050885,1
WBGene00009187,1
WBGene00006976,1
WBGene00011016,1
WBGene00006897,1
WBGene00010251,1
WBGene00004297,1
WBGene00006419,1
WBGene00003167,1
WBGene00044729,1
WBGene00017891,1
WBGene00019748,1
WBGene00013075,1
WBGene00012619,1
WBGene00018356,1
WBGene00008549,1
WBGene00016997,1
WBGene00008968,1
WBGene00044576,1
WBGene00007331,1
WBGene00012861,1
WBGene00019783,1
WBGene00002004,1
WBGene00022453,1
WBGene00009456,1
WBGene00009992,1
WBGene00011957,1
WBGene00019124,1
WBGene00005270,1
WBGene00021014,1
WBGene00022127,1
WBGene00011819,1
WBGene00011707,1
WBGene00021873,1
WBGene00003052,1
WBGene00013657,1
WBGene00006278,1
WBGene00022882,1
WBGene00020463,1
WBGene00017119,1
WBGene00021751,1
WBGene00004891,1
WBGene00009670,1
WBGene00006061,1
WBGene00015222,1
WBGene00010787,1
WBGene00020099,1
WBGene00020408,1
WBGene00018415,1
WBGene00012016,1
WBGene00013256,1
WBGene00013832,1
WBGene00044062,1
WBGene00003777,1
WBGene00009674,1
WBGene00199437,1
WBGene00004433,1
WBGene00015429,1
WBGene00017070,1
WBGene00015999,1
WBGene00000512,1
WBGene00019821,1
WBGene00010364,1
WBGene00014011,1
WBGene00021912,1
WBGene00009941,1
WBGene00016834,1
WBGene00007261,1
WBGene00009131,1
WBGene00008527,1
WBGene00044015,1
WBGene00015602,1
WBGene00021313,1
WBGene00020383,1
WBGene00017707,1
WBGene00006513,1
WBGene00022196,1
WBGene00022107,1
WBGene00020497,1
WBGene00021655,1
WBGene00009947,1
WBGene00197237,1
WBGene00017132,1
WBGene00194699,1
WBGene00000246,1
WBGene00011883,1
WBGene00001117,1
WBGene00021906,1
WBGene00013436,1
WBGene00011747,1
WBGene00017754,1
WBGene00194707,1
WBGene00019867,1
WBGene00013550,1
WBGene00019711,1
WBGene00009200,1
WBGene00235314,1
WBGene00000262,1
WBGene00010385,1
WBGene00016131,1
WBGene00007320,1
WBGene00167304,1
WBGene00219295,1
WBGene00013601,1
WBGene00000227,1
WBGene00004087,1
WBGene00009067,1
WBGene00015641,1
WBGene00004883,1
WBGene00189980,1
WBGene00016282,1
WBGene00011237,1
WBGene00007906,1
WBGene00016333,1
WBGene00009436,1
WBGene00003504,1
WBGene00018483,1
WBGene00021117,1
WBGene00017361,1
WBGene00004314,1
WBGene00006769,1
WBGene00000390,1
WBGene00008359,1
WBGene00014033,1
WBGene00000533,1
WBGene00235293,1
WBGene00009306,1
WBGene00019720,1
WBGene00008017,1
WBGene00000366,1
WBGene00021698,1
WBGene00003151,1
WBGene00017025,1
WBGene00008255,1
WBGene00007547,1
WBGene00003743,1
WBGene00023468,1
WBGene00016447,1
WBGene00019029,1
WBGene00003724,1
WBGene00010259,1
WBGene00011207,1
WBGene00012162,1
WBGene00010593,1
WBGene00008857,1
WBGene00006780,1
WBGene00001583,1
WBGene00198446,1
WBGene00017872,1
WBGene00021771,1
WBGene00010537,1
WBGene00016109,1
WBGene00003182,1
WBGene00001545,1
WBGene00004489,1
WBGene00021512,1
WBGene00004918,1
WBGene00008770,1
WBGene00000839,1
WBGene00018161,1
WBGene00018193,1
WBGene00017292,1
WBGene00001688,1
WBGene00005416,1
WBGene00019305,1
WBGene00008533,1
WBGene00006829,1
WBGene00004382,1
WBGene00001129,1
WBGene00016331,1
WBGene00021324,1
WBGene00003396,1
WBGene00014307,1
WBGene00013534,1
WBGene00012174,1
WBGene00010896,1
WBGene00002915,1
WBGene00015743,1
WBGene00219395,1
WBGene00018420,1
WBGene00018237,1
WBGene00022815,1
WBGene00018468,1
WBGene00000950,1
WBGene00000073,1
WBGene00018115,1
WBGene00008027,1
WBGene00006437,1
WBGene00012015,1
WBGene00175030,1
WBGene00010064,1
WBGene00004505,1
WBGene00020280,1
WBGene00000952,1
WBGene00016904,1
WBGene00020442,1
WBGene00017898,1
WBGene00200511,1
WBGene00018144,1
WBGene00202010,1
WBGene00016086,1
WBGene00044459,1
WBGene00009624,1
WBGene00013951,1
WBGene00044432,1
WBGene00006494,1
WBGene00015387,1
WBGene00138718,1
WBGene00016733,1
WBGene00235092,1
WBGene00017262,1
WBGene00007009,1
WBGene00169280,1
WBGene00200555,1
WBGene00195856,1
WBGene00018488,1
WBGene00017000,1
WBGene00003136,1
WBGene00010048,1
WBGene00086569,1
WBGene00022697,1
WBGene00000837,1
WBGene00006946,1
WBGene00014115,1
WBGene00012936,1
WBGene00006635,1
WBGene00001188,1
WBGene00000768,1
WBGene00009141,1
WBGene00009654,1
WBGene00022206,1
WBGene00021027,1
WBGene00023259,1
WBGene00022425,1
WBGene00003693,1
WBGene00219904,1
WBGene00003082,1
WBGene00017389,1
WBGene00044440,1
WBGene00018364,1
WBGene00009284,1
WBGene00003860,1
WBGene00009878,1
WBGene00020333,1
WBGene00004234,1
WBGene00200098,1
WBGene00021066,1
WBGene00022213,1
WBGene00022793,1
WBGene00255550,1
WBGene00004759,1
WBGene00019808,1
WBGene00002275,1
WBGene00013127,1
WBGene00010792,1
WBGene00019687,1
WBGene00015159,1
WBGene00000537,1
WBGene00016399,1
WBGene00013017,1
WBGene00017570,1
WBGene00000511,1
WBGene00009440,1
WBGene00194814,1
WBGene00000879,1
WBGene00019598,1
WBGene00004305,1
WBGene00004254,1
WBGene00009365,1
WBGene00008991,1
WBGene00017362,1
WBGene00003374,1
WBGene00018665,1
WBGene00006590,1
WBGene00014023,1
WBGene00004421,1
WBGene00020585,1
WBGene00003901,1
WBGene00005409,1
WBGene00044616,1
WBGene00018512,1
WBGene00001533,1
WBGene00007193,1
WBGene00004128,1
WBGene00011975,1
WBGene00013123,1
WBGene00007720,1
WBGene00006194,1
WBGene00001751,1
WBGene00015527,1
WBGene00019030,1
WBGene00007124,1
WBGene00017904,1
WBGene00000524,1
WBGene00015980,1
WBGene00020633,1
WBGene00013529,1
WBGene00006729,1
WBGene00013880,1
WBGene00011807,1
WBGene00021764,1
WBGene00219571,1
WBGene00044566,1
WBGene00015986,1
WBGene00008946,1
WBGene00007649,1
WBGene00007761,1
WBGene00012400,1
WBGene00012719,1
WBGene00197975,1
WBGene00000410,1
WBGene00009952,1
WBGene00003253,1
WBGene00013236,1
WBGene00007907,1
WBGene00007423,1
WBGene00018992,1
WBGene00015124,1
WBGene00017709,1
WBGene00003951,1
WBGene00044160,1
WBGene00017085,1
WBGene00007846,1
WBGene00000160,1
WBGene00010491,1
WBGene00198298,1
WBGene00000419,1
WBGene00011034,1
WBGene00010139,1
WBGene00021609,1
WBGene00003067,1
WBGene00017916,1
WBGene00013768,1
WBGene00017344,1
WBGene00009463,1
WBGene00015984,1
WBGene00021352,1
WBGene00017534,1
WBGene00016562,1
WBGene00011223,1
WBGene00010750,1
WBGene00009552,1
WBGene00015396,1
WBGene00018974,1
WBGene00007769,1
WBGene00007654,1
WBGene00017475,1
WBGene00008767,1
WBGene00003077,1
WBGene00021329,1
WBGene00022101,1
WBGene00017028,1
WBGene00002008,1
WBGene00006934,1
WBGene00004758,1
WBGene00003516,1
WBGene00004743,1
WBGene00011084,1
WBGene00019778,1
WBGene00001026,1
WBGene00021759,1
WBGene00014946,1
WBGene00022847,1
WBGene00001345,1
WBGene00044987,1
WBGene00003526,1
WBGene00015938,1
WBGene00219619,1
WBGene00020074,1
WBGene00003628,1
WBGene00200968,1
WBGene00019567,1
WBGene00016546,1
WBGene00021520,1
WBGene00018666,1
WBGene00014754,1
WBGene00003389,1
WBGene00017582,1
WBGene00014852,1
WBGene00010372,1
WBGene00018998,1
WBGene00012425,1
WBGene00001060,1
WBGene00000758,1
WBGene00022457,1
WBGene00015345,1
WBGene00174488,1
WBGene00012532,1
WBGene00219830,1
WBGene00006810,1
WBGene00197730,1
WBGene00019772,1
WBGene00007351,1
WBGene00015354,1
WBGene00022801,1
WBGene00016799,1
WBGene00195006,1
WBGene00020398,1
WBGene00235280,1
WBGene00017240,1
WBGene00017062,1
WBGene00015296,1
WBGene00017325,1
WBGene00003448,1
WBGene00011236,1
WBGene00195737,1
WBGene00006556,1
WBGene00015133,1
WBGene00008315,1
WBGene00197775,1
WBGene00000041,1
WBGene00195687,1
WBGene00016930,1
WBGene00001461,1
WBGene00008050,1
WBGene00019181,1
WBGene00200889,1
WBGene00012584,1
WBGene00044462,1
WBGene00018421,1
WBGene00044063,1
WBGene00077770,1
WBGene00021868,1
WBGene00206513,1
WBGene00000267,1
WBGene00005112,1
WBGene00018951,1
WBGene00013694,1
WBGene00019334,1
WBGene00013925,1
WBGene00000180,1
WBGene00013242,1
WBGene00001584,1
WBGene00006823,1
WBGene00017507,1
WBGene00017804,1
WBGene00194677,1
WBGene00196854,1
WBGene00021285,1
WBGene00017758,1
WBGene00005003,1
WBGene00006954,1
WBGene00019177,1
WBGene00007336,1
WBGene00016597,1
WBGene00006103,1
WBGene00012497,1
WBGene00010773,1
WBGene00016350,1
WBGene00018847,1
WBGene00022174,1
WBGene00007386,1
WBGene00010874,1
WBGene00010455,1
WBGene00018374,1
WBGene00219235,1
WBGene00021248,1
WBGene00169648,1
WBGene00006039,1
WBGene00021444,1
WBGene00022227,1
WBGene00006201,1
WBGene00004037,1
WBGene00005345,1
WBGene00011760,1
WBGene00006924,1
WBGene00020483,1
WBGene00044567,1
WBGene00045162,1
WBGene00235328,1
WBGene00012376,1
WBGene00022056,1
WBGene00007297,1
WBGene00018330,1
WBGene00219583,1
WBGene00005359,1
WBGene00219664,1
WBGene00007085,1
WBGene00012456,1
WBGene00008670,1
WBGene00006731,1
WBGene00020827,1
WBGene00013633,1
WBGene00011864,1
WBGene00018979,1
WBGene00197437,1
WBGene00010626,1
WBGene00011287,1
WBGene00000259,1
WBGene00005995,1
WBGene00006578,1
WBGene00197457,1
WBGene00005558,1
WBGene00012193,1
WBGene00235264,1
WBGene00020163,1
WBGene00001007,1
WBGene00021238,1
WBGene00045336,1
WBGene00198534,1
WBGene00045282,1
WBGene00020772,1
WBGene00001628,1
WBGene00014176,1
WBGene00005065,1
WBGene00020264,1
WBGene00004800,1
WBGene00196102,1
WBGene00021634,1
WBGene00018023,1
WBGene00047417,1
WBGene00017661,1
WBGene00196460,1
WBGene00009158,1
WBGene00001082,1
WBGene00016195,1
WBGene00011203,1
WBGene00013911,1
WBGene00001942,1
WBGene00013401,1
WBGene00017253,1
WBGene00009967,1
WBGene00009374,1
WBGene00003723,1
WBGene00010439,1
WBGene00003950,1
WBGene00005827,1
WBGene00006663,1
WBGene00050917,1
WBGene00010503,1
WBGene00008142,1
WBGene00021015,1
WBGene00007377,1
WBGene00194842,1
WBGene00022123,1
WBGene00018516,1
WBGene00003995,1
WBGene00009638,1
WBGene00022473,1
WBGene00022716,1
WBGene00011526,1
WBGene00007972,1
WBGene00004806,1
WBGene00004420,1
WBGene00004490,1
WBGene00020174,1
WBGene00006211,1
WBGene00019160,1
WBGene00004776,1
WBGene00044162,1
WBGene00044589,1
WBGene00005617,1
WBGene00007242,1
WBGene00012662,1
WBGene00009113,1
WBGene00077775,1
WBGene00022286,1
WBGene00018849,1
WBGene00003802,1
WBGene00019504,1
WBGene00003922,1
WBGene00045124,1
WBGene00017477,1
WBGene00017447,1
WBGene00011631,1
WBGene00004095,1
WBGene00015070,1
WBGene00044321,1
WBGene00004506,1
WBGene00012996,1
WBGene00017280,1
WBGene00044501,1
WBGene00077690,1
WBGene00022347,1
WBGene00219300,1
WBGene00006916,1
WBGene00020246,1
WBGene00004463,1
WBGene00021806,1
WBGene00015975,1
WBGene00011641,1
WBGene00011767,1
WBGene00008309,1
WBGene00013882,1
WBGene00019600,1
WBGene00015867,1
WBGene00016308,1
WBGene00004681,1
WBGene00017890,1
WBGene00012448,1
WBGene00012890,1
WBGene00005058,1
WBGene00021803,1
WBGene00015901,1
WBGene00017228,1
WBGene00005282,1
WBGene00012334,1
WBGene00015437,1
WBGene00004188,1
WBGene00022168,1
WBGene00017077,1
WBGene00006918,1
WBGene00201568,1
WBGene00007822,1
WBGene00019013,1
WBGene00009682,1
WBGene00017770,1
WBGene00045156,1
WBGene00219602,1
WBGene00018326,1
WBGene00009140,1
WBGene00012340,1
WBGene00005027,1
WBGene00013237,1
WBGene00018653,1
WBGene00007922,1
WBGene00219417,1
WBGene00005543,1
WBGene00000453,1
WBGene00012306,1
WBGene00005204,1
WBGene00219803,1
WBGene00016269,1
WBGene00219647,1
WBGene00219703,1
WBGene00010461,1
WBGene00014772,1
WBGene00019966,1
WBGene00044769,1
WBGene00006811,1
WBGene00220088,1
WBGene00001215,1
WBGene00015557,1
WBGene00017190,1
WBGene00016643,1
WBGene00023387,1
WBGene00014979,1
WBGene00197944,1
WBGene00010890,1
WBGene00021097,1
WBGene00048157,1
WBGene00021199,1
WBGene00020705,1
WBGene00018776,1
WBGene00017977,1
WBGene00008852,1
WBGene00023224,1
WBGene00235128,1
WBGene00004272,1
WBGene00077502,1
WBGene00001457,1
WBGene00013985,1
WBGene00200181,1
WBGene00219551,1
WBGene00002178,1
WBGene00005431,1
WBGene00005750,1
WBGene00001338,1
WBGene00003837,1
WBGene00004403,1
WBGene00016334,1
WBGene00004949,1
WBGene00010144,1
WBGene00016442,1
WBGene00000245,1
WBGene00167159,1
WBGene00012187,1
WBGene00044283,1
WBGene00013463,1
WBGene00000857,1
WBGene00006728,1
WBGene00001396,1
WBGene00004068,1
WBGene00006151,1
WBGene00004090,1
WBGene00011924,1
WBGene00005602,1
WBGene00007088,1
WBGene00007122,1
WBGene00201124,1
WBGene00016478,1
WBGene00003150,1
WBGene00004737,1
WBGene00015164,1
WBGene00021050,1
WBGene00219666,1
WBGene00009705,1
WBGene00007827,1
WBGene00009027,1
WBGene00235307,1
WBGene00006066,1
WBGene00197335,1
WBGene00015370,1
WBGene00004244,1
WBGene00007429,1
WBGene00022442,1
WBGene00001482,1
WBGene00019509,1
WBGene00000113,1
WBGene00008911,1
WBGene00007787,1
WBGene00018669,1
WBGene00004504,1
WBGene00020736,1
WBGene00019847,1
WBGene00017996,1
WBGene00022474,1
WBGene00008331,1
WBGene00018925,1
WBGene00013233,1
WBGene00013161,1
WBGene00014089,1
WBGene00020433,1
WBGene00198477,1
WBGene00010363,1
WBGene00017928,1
WBGene00008630,1
WBGene00007096,1
WBGene00201757,1
WBGene00012598,1
WBGene00012956,1
WBGene00009002,1
WBGene00017031,1
WBGene00013406,1
WBGene00010257,1
WBGene00016998,1
WBGene00199040,1
WBGene00007043,1
WBGene00010844,1
WBGene00011847,1
WBGene00017298,1
WBGene00004702,1
WBGene00008587,1
WBGene00018429,1
WBGene00006410,1
WBGene00019863,1
WBGene00002076,1
WBGene00021440,1
WBGene00010091,1
WBGene00003653,1
WBGene00003947,1
WBGene00018265,1
WBGene00019277,1
WBGene00010002,1
WBGene00001615,1
WBGene00018949,1
WBGene00022583,1
WBGene00000369,1
WBGene00197431,1
WBGene00010416,1
WBGene00001662,1
WBGene00001134,1
WBGene00195046,1
WBGene00007412,1
WBGene00006373,1
WBGene00196138,1
WBGene00050269,1
WBGene00194735,1
WBGene00016021,1
WBGene00018843,1
WBGene00009925,1
WBGene00010381,1
WBGene00001236,1
WBGene00007492,1
WBGene00007614,1
WBGene00015673,1
WBGene00015790,1
WBGene00007237,1
WBGene00021959,1
WBGene00005320,1
WBGene00011763,1
WBGene00021260,1
WBGene00015371,1
WBGene00003787,1
WBGene00016710,1
WBGene00003799,1
WBGene00013606,1
WBGene00019264,1
WBGene00011218,1
WBGene00001208,1
WBGene00022499,1
WBGene00000368,1
WBGene00004999,1
WBGene00016701,1
WBGene00001708,1
WBGene00219859,1
WBGene00008387,1
WBGene00022221,1
WBGene00010474,1
WBGene00013378,1
WBGene00003417,1
WBGene00023422,1
WBGene00008338,1
WBGene00197056,1
WBGene00006740,1
WBGene00006536,1
WBGene00014835,1
WBGene00008886,1
WBGene00007113,1
WBGene00012386,1
WBGene00001541,1
WBGene00013415,1
WBGene00022427,1
WBGene00007731,1
WBGene00006529,1
WBGene00003660,1
WBGene00003541,1
WBGene00013188,1
WBGene00019200,1
WBGene00001433,1
WBGene00011158,1
WBGene00021867,1
WBGene00009589,1
WBGene00044026,1
WBGene00014884,1
WBGene00005010,1
WBGene00022800,1
WBGene00008166,1
WBGene00012610,1
WBGene00010775,1
WBGene00002029,1
WBGene00001664,1
WBGene00004435,1
WBGene00004755,1
WBGene00012192,1
WBGene00016589,1
WBGene00014193,1
WBGene00016684,1
WBGene00196820,1
WBGene00012660,1
WBGene00010231,1
WBGene00018906,1
WBGene00020821,1
WBGene00004429,1
WBGene00021332,1
WBGene00018226,1
WBGene00020458,1
WBGene00011037,1
WBGene00021205,1
WBGene00019662,1
WBGene00023501,1
WBGene00007071,1
WBGene00006730,1
WBGene00003390,1
WBGene00012502,1
WBGene00006528,1
WBGene00001528,1
WBGene00017478,1
WBGene00011231,1
WBGene00004502,1
WBGene00008418,1
WBGene00011344,1
WBGene00010001,1
WBGene00195149,1
WBGene00020903,1
WBGene00006060,1
WBGene00014086,1
WBGene00020807,1
WBGene00022176,1
WBGene00021815,1
WBGene00002273,1
WBGene00004426,1
WBGene00015497,1
WBGene00019878,1
WBGene00001463,1
WBGene00044476,1
WBGene00001446,1
WBGene00008227,1
WBGene00044293,1
WBGene00006288,1
WBGene00020088,1
WBGene00010131,1
WBGene00002086,1
WBGene00018923,1
WBGene00010990,1
WBGene00015400,1
WBGene00009162,1
WBGene00011669,1
WBGene00009122,1
WBGene00201456,1
WBGene00011959,1
WBGene00006382,1
WBGene00003791,1
WBGene00022078,1
WBGene00014261,1
WBGene00002220,1
WBGene00010806,1
WBGene00000427,1
WBGene00012353,1
WBGene00022694,1
WBGene00047621,1
WBGene00000042,1
WBGene00020650,1
WBGene00012906,1
WBGene00002258,1
WBGene00220253,1
WBGene00014139,1
WBGene00010210,1
WBGene00001365,1
WBGene00005227,1
WBGene00009579,1
WBGene00006771,1
WBGene00019217,1
WBGene00220032,1
WBGene00004862,1
WBGene00022831,1
WBGene00011516,1
WBGene00004151,1
WBGene00021116,1
WBGene00015281,1
WBGene00008129,1
WBGene00018821,1
WBGene00017837,1
WBGene00000592,1
WBGene00002261,1
WBGene00012943,1
WBGene00003774,1
WBGene00003741,1
WBGene00014505,1
WBGene00044980,1
WBGene00196440,1
WBGene00007008,1
WBGene00003160,1
WBGene00016251,1
WBGene00003196,1
WBGene00015755,1
WBGene00021552,1
WBGene00000274,1
WBGene00005957,1
WBGene00011721,1
WBGene00022829,1
WBGene00008081,1
WBGene00000080,1
WBGene00007068,1
WBGene00004454,1
WBGene00022015,1
WBGene00000666,1
WBGene00012972,1
WBGene00005276,1
WBGene00198864,1
WBGene00008942,1
WBGene00018943,1
WBGene00006148,1
WBGene00014178,1
WBGene00012522,1
WBGene00196861,1
WBGene00011098,1
WBGene00196736,1
WBGene00005561,1
WBGene00023400,1
WBGene00200415,1
WBGene00198209,1
WBGene00005193,1
WBGene00007233,1
WBGene00045513,1
WBGene00022940,1
WBGene00044417,1
WBGene00198767,1
WBGene00047838,1
WBGene00200667,1
WBGene00173926,1
WBGene00010956,1
WBGene00050411,1
WBGene00197884,1
WBGene00196024,1
WBGene00050861,1
WBGene00201396,1
WBGene00005607,1
WBGene00196187,1
WBGene00005392,1
WBGene00219740,1
WBGene00165252,1
WBGene00046513,1
WBGene00005413,1
WBGene00018552,1
WBGene00005324,1
WBGene00219572,1
WBGene00219732,1
WBGene00171064,1
WBGene00014650,1
WBGene00008054,1
WBGene00046778,1
WBGene00045143,1
WBGene00199381,1
WBGene00005119,1
WBGene00013909,1
WBGene00197113,1
WBGene00015600,1
WBGene00199020,1
WBGene00166467,1
WBGene00010562,1
WBGene00010350,1
WBGene00219214,1
WBGene00018596,1
WBGene00015653,1
WBGene00202262,1
WBGene00022343,1
WBGene00013137,1
WBGene00010549,1
WBGene00021577,1
WBGene00165833,1
WBGene00005274,1
WBGene00020854,1
WBGene00195485,1
WBGene00198437,1
WBGene00194729,1
WBGene00047349,1
WBGene00197579,1
WBGene00015503,1
WBGene00195408,1
WBGene00012128,1
WBGene00021112,1
WBGene00007258,1
WBGene00197604,1
WBGene00007456,1
WBGene00006076,1
WBGene00197499,1
WBGene00013817,1
WBGene00005575,1
WBGene00195700,1
WBGene00197264,1
WBGene00219745,1
WBGene00045529,1
WBGene00197129,1
WBGene00200121,1
WBGene00220053,1
WBGene00171393,1
WBGene00045159,1
WBGene00005312,1
WBGene00010020,1
WBGene00220075,1
WBGene00050417,1
WBGene00005516,1
WBGene00005261,1
WBGene00045490,1
WBGene00018329,1
WBGene00014259,1
WBGene00001977,1
WBGene00016821,1
WBGene00006267,1
WBGene00013661,1
WBGene00169639,1
WBGene00012392,1
WBGene00014733,1
WBGene00017162,1
WBGene00202335,1
WBGene00022379,1
WBGene00015863,1
WBGene00220035,1
WBGene00199710,1
WBGene00171505,1
WBGene00050778,1
WBGene00200846,1
WBGene00202449,1
WBGene00016827,1
WBGene00011359,1
WBGene00018104,1
WBGene00017699,1
WBGene00019076,1
WBGene00173577,1
WBGene00004698,1
WBGene00020094,1
WBGene00011571,1
WBGene00195459,1
WBGene00000687,1
WBGene00012461,1
WBGene00015891,1
WBGene00013094,1
WBGene00001464,1
WBGene00014131,1
WBGene00018089,1
WBGene00201793,1
WBGene00044936,1
WBGene00020437,1
WBGene00008401,1
WBGene00015552,1
WBGene00194768,1
WBGene00001096,1
WBGene00000101,1
WBGene00017688,1
WBGene00019957,1
WBGene00012485,1
WBGene00011296,1
WBGene00009783,1
WBGene00007355,1
WBGene00009770,1
WBGene00003581,1
WBGene00007370,1
WBGene00001565,1
WBGene00007776,1
WBGene00012112,1
WBGene00021932,1
WBGene00016612,1
WBGene00003830,1
WBGene00002998,1
WBGene00004484,1
WBGene00023504,1
WBGene00013989,1
WBGene00004874,1
WBGene00015095,1
WBGene00019877,1
WBGene00015942,1
WBGene00017776,1
WBGene00013361,1
WBGene00016716,1
WBGene00009342,1
WBGene00007186,1
WBGene00004298,1
WBGene00017777,1
WBGene00020214,1
WBGene00019994,1
WBGene00196853,1
WBGene00018312,1
WBGene00015581,1
WBGene00016148,1
WBGene00006981,1
WBGene00006542,1
WBGene00018151,1
WBGene00018432,1
WBGene00008610,1
WBGene00009445,1
WBGene00003006,1
WBGene00019536,1
WBGene00015328,1
WBGene00012148,1
WBGene00235315,1
WBGene00007403,1
WBGene00004213,1
WBGene00003406,1
WBGene00009734,1
WBGene00019392,1
WBGene00011375,1
WBGene00000821,1
WBGene00012565,1
WBGene00004277,1
WBGene00004441,1
WBGene00006138,1
WBGene00015208,1
WBGene00018254,1
WBGene00004438,1
WBGene00006832,1
WBGene00021334,1
WBGene00011821,1
WBGene00021735,1
WBGene00022456,1
WBGene00196500,1
WBGene00007287,1
WBGene00200782,1
WBGene00018952,1
WBGene00018417,1
WBGene00044065,1
WBGene00016357,1
WBGene00007941,1
WBGene00008221,1
WBGene00219374,1
WBGene00006824,1
WBGene00016238,1
WBGene00009562,1
WBGene00004775,1
WBGene00009825,1
WBGene00010280,1
WBGene00019828,1
WBGene00018240,1
WBGene00013758,1
WBGene00011103,1
WBGene00050944,1
WBGene00019274,1
WBGene00021342,1
WBGene00020628,1
WBGene00012976,1
WBGene00000816,1
WBGene00019490,1
WBGene00019721,1
WBGene00015591,1
WBGene00005745,1
WBGene00006606,1
WBGene00001443,1
WBGene00017158,1
WBGene00011788,1
WBGene00001103,1
WBGene00201476,1
WBGene00195211,1
WBGene00013605,1
WBGene00019326,1
WBGene00013536,1
WBGene00017645,1
WBGene00011841,1
WBGene00022904,1
WBGene00012735,1
WBGene00011726,1
WBGene00018892,1
