"","logFC","logCPM","LR","PValue","FDR"
"WBGene00014206",7.45268390180393,5.96399437863675,744.278295031606,7.03902575738772e-164,2.14103700120543e-160
"WBGene00013973",7.44511412485228,-1.47418415072917,112.532033590378,2.73214829845928e-26,3.95727828943506e-24
"WBGene00018110",7.43486710589328,1.13611790534622,297.767786543924,1.00948869434556e-66,6.00755500167604e-64
"WBGene00005117",7.42331836106305,-1.20673722027373,157.968591132061,3.14415487723904e-36,6.83105077495387e-34
"WBGene00002102",7.41242360158859,-2.52299770642372,59.8579700396756,1.01955640507059e-14,7.46266218952073e-13
"WBGene00010999",7.36172686065165,-2.42882994025213,74.0734269338113,7.52647050969903e-18,6.73323954911801e-16
"WBGene00010759",7.34787292954866,9.27387928484402,902.446267435581,2.8842465963654e-198,1.57912501151006e-194
"WBGene00007873",7.29012966218562,-2.56356124751047,123.197416293236,1.26241996839492e-28,2.04489625058053e-26
"WBGene00020617",-7.24954905073397,3.10936132739589,597.965617176216,4.63761536563149e-132,8.46364804227747e-129
"WBGene00020620",-7.24517905781967,0.395973524451432,176.284400257734,3.13857403830976e-40,8.26139079795477e-38
"WBGene00011244",-7.15969601562728,2.29233906411933,434.41917484211,1.77446039584566e-96,1.7991056791213e-93
"WBGene00015758",7.13812504828762,1.63213545466389,345.350961987944,4.36066376843116e-77,3.22630190975143e-74
"WBGene00015876",-7.13766421710197,0.0339538892583789,140.031896903057,2.61962202599964e-32,4.87837775249932e-30
"WBGene00021491",7.1200939769476,4.05699547568259,157.068502035674,4.94517129115254e-36,1.05760987574454e-33
"WBGene00012323",7.04594962036768,3.76943989111512,726.491543519563,5.18913269036741e-160,1.42052507398808e-156
"WBGene00007875",7.01295820319105,6.73940728083907,605.457633379505,1.08825136093854e-133,2.12792007183519e-130
"WBGene00020881",-6.6667812060965,-0.639991695569166,133.584101320387,6.73676275618311e-31,1.18217231058021e-28
"WBGene00194843",6.6571812592296,-2.63571193028548,54.6565754154429,1.43543242983377e-13,9.82374069167484e-12
"WBGene00199860",6.61924536110557,-2.81038059000184,58.7513372703469,1.78911905613438e-14,1.28887195162312e-12
"WBGene00015884",-6.60658912078263,0.198203127522078,135.045490210729,3.22690344655986e-31,5.85009813573352e-29
"WBGene00220138",6.58898498959207,-1.15091333738353,226.60540431294,3.27846667172183e-51,1.22942500189569e-48
"WBGene00012603",6.5658623813157,5.80633126383758,150.53928850712,1.32155567330876e-34,2.72011928998702e-32
"WBGene00022757",6.55756210483784,0.126038505066908,236.968504708097,1.80187222975483e-53,7.2538606308145e-51
